"county","tract","bg","cntyname","LandSQMI","afact"
"County code","Tract","Block group","County name","Land area (sq. mi.)","_us_ to bg allocation factor"
"53033","0022.00","4","King WA",0.3798,0 
"53033","0024.00","1","King WA",0.1597,0 
"53033","0024.00","2","King WA",0.0688,0 
"53033","0024.00","3","King WA",0.1491,0 
"53033","0025.00","1","King WA",0.2402,0 
"53033","0025.00","2","King WA",0.1399,0 
"53033","0026.00","1","King WA",0.0947,0 
"53033","0026.00","2","King WA",0.1457,0 
"53033","0026.00","3","King WA",0.1262,0 
"53033","0026.00","4","King WA",0.1031,0 
"53033","0027.00","1","King WA",0.1399,0 
"53033","0027.00","2","King WA",0.1923,0 
"53033","0027.00","3","King WA",0.1218,0 
"53033","0027.00","4","King WA",0.1614,0 
"53033","0028.00","1","King WA",0.1014,0 
"53033","0028.00","2","King WA",0.0778,0 
"53033","0028.00","3","King WA",0.074,0 
"53033","0028.00","4","King WA",0.1265,0 
"53033","0029.00","1","King WA",0.1393,0 
"53033","0029.00","2","King WA",0.1276,0 
"53033","0029.00","3","King WA",0.1139,0 
"53033","0030.00","1","King WA",0.1586,0 
"53033","0030.00","2","King WA",0.1417,0 
"53033","0030.00","3","King WA",0.1509,0 
"53033","0030.00","4","King WA",0.1254,0 
"53033","0031.00","1","King WA",0.1181,0 
"53033","0031.00","2","King WA",0.1199,0 
"53033","0031.00","3","King WA",0.1141,0 
"53033","0031.00","4","King WA",0.1486,0 
"53033","0031.00","5","King WA",0.3615,0 
"53033","0032.00","1","King WA",0.0738,0 
"53033","0032.00","2","King WA",0.075,0 
"53033","0032.00","3","King WA",0.1719,0 
"53033","0032.00","4","King WA",0.1012,0 
"53033","0032.00","5","King WA",0.0742,0 
"53033","0032.00","6","King WA",0.3368,0 
"53033","0032.00","7","King WA",0.1228,0 
"53033","0033.00","1","King WA",0.1234,0 
"53033","0033.00","2","King WA",0.0867,0 
"53033","0033.00","3","King WA",0.1011,0 
"53033","0033.00","4","King WA",0.0816,0 
"53033","0033.00","5","King WA",0.1078,0 
"53033","0034.00","1","King WA",0.1016,0 
"53033","0034.00","2","King WA",0.0981,0 
"53033","0034.00","3","King WA",0.1043,0 
"53033","0035.00","1","King WA",0.1345,0 
"53033","0035.00","2","King WA",0.1296,0 
"53033","0035.00","3","King WA",0.232,0 
"53033","0036.00","1","King WA",0.1507,0 
"53033","0036.00","2","King WA",0.0887,0 
"53033","0036.00","3","King WA",0.1182,0 
"53033","0036.00","4","King WA",0.1043,0 
"53033","0038.00","1","King WA",0.1335,0 
"53033","0038.00","2","King WA",0.1076,0 
"53033","0039.00","1","King WA",0.2197,0 
"53033","0039.00","2","King WA",0.1563,0 
"53033","0040.00","1","King WA",0.8764,0 
"53033","0040.00","2","King WA",0.1302,0 
"53033","0041.00","1","King WA",0.1403,0 
"53033","0041.00","2","King WA",0.4171,0 
"53033","0041.00","3","King WA",0.1813,0 
"53033","0041.00","4","King WA",0.1862,0 
"53033","0041.00","5","King WA",0.1422,0 
"53033","0041.00","6","King WA",0.1944,0 
"53033","0042.00","1","King WA",0.2528,0 
"53033","0042.00","2","King WA",0.1981,0 
"53033","0042.00","3","King WA",0.2125,0 
"53033","0042.00","4","King WA",0.1454,0 
"53033","0042.00","5","King WA",0.1427,0 
"53033","0043.01","1","King WA",0.133,0 
"53033","0043.01","2","King WA",0.101,0 
"53033","0043.01","3","King WA",0.1442,0 
"53033","0043.02","1","King WA",0.057,0 
"53033","0043.02","2","King WA",0.0707,0 
"53033","0044.00","1","King WA",0.1264,0 
"53033","0044.00","2","King WA",0.1278,0 
"53033","0044.00","3","King WA",0.0639,0 
"53033","0044.00","4","King WA",0.0641,0 
"53033","0045.00","1","King WA",0.1003,0 
"53033","0045.00","2","King WA",0.1588,0 
"53033","0046.00","1","King WA",0.4131,0 
"53033","0046.00","2","King WA",0.1178,0 
"53033","0046.00","3","King WA",0.0685,0 
"53033","0047.00","1","King WA",0.1052,0 
"53033","0047.00","2","King WA",0.3204,0 
"53033","0047.00","3","King WA",0.1163,0 
"53033","0047.00","4","King WA",0.2114,0 
"53033","0048.00","1","King WA",0.1066,0 
"53033","0048.00","2","King WA",0.1142,0 
"53033","0048.00","3","King WA",0.1776,0 
"53033","0048.00","4","King WA",0.1107,0 
"53033","0049.00","1","King WA",0.0757,0 
"53033","0049.00","2","King WA",0.1215,0 
"53033","0049.00","3","King WA",0.0644,0 
"53033","0049.00","4","King WA",0.0849,0 
"53033","0049.00","5","King WA",0.0727,0 
"53033","0050.00","1","King WA",0.1431,0 
"53033","0050.00","2","King WA",0.0818,0 
"53033","0050.00","3","King WA",0.0674,0 
"53033","0051.00","1","King WA",0.1238,0 
"53033","0051.00","2","King WA",0.1231,0 
"53033","0051.00","3","King WA",0.0936,0 
"53033","0052.00","1","King WA",0.0292,0 
"53033","0052.00","2","King WA",0.0569,0 
"53033","0052.00","3","King WA",0.1059,0 
"53033","0052.00","4","King WA",0.1168,0 
"53033","0052.00","5","King WA",0.0636,0 
"53033","0053.01","1","King WA",0.0502,0 
"53033","0053.01","2","King WA",0.0774,0 
"53033","0053.01","3","King WA",0.0547,0 
"53033","0053.01","4","King WA",0.0275,0 
"53033","0053.02","1","King WA",0.0286,0 
"53033","0053.02","2","King WA",0.1479,0 
"53033","0053.02","3","King WA",0.7932,0 
"53033","0054.00","1","King WA",0.087,0 
"53033","0054.00","2","King WA",0.1729,0 
"53033","0054.00","3","King WA",0.119,0 
"53033","0054.00","4","King WA",0.0841,0 
"53033","0056.00","1","King WA",0.1835,0 
"53033","0056.00","2","King WA",0.2781,0 
"53033","0056.00","3","King WA",0.3391,0 
"53033","0056.00","4","King WA",0.1741,0 
"53033","0056.00","5","King WA",0.1962,0 
"53033","0057.00","1","King WA",1.1799,0 
"53033","0057.00","2","King WA",0.1506,0 
"53033","0057.00","3","King WA",0.1666,0 
"53033","0057.00","4","King WA",0.156,0 
"53033","0057.00","5","King WA",0.185,0 
"53033","0057.00","6","King WA",0.1339,0 
"53033","0058.01","1","King WA",0.0821,0 
"53033","0058.01","2","King WA",0.08,0 
"53033","0058.01","3","King WA",0.1306,0 
"53033","0058.01","4","King WA",0.3944,0 
"53033","0058.02","1","King WA",0.1418,0 
"53033","0058.02","2","King WA",0.4351,0 
"53033","0058.02","3","King WA",0.6168,0 
"53033","0059.00","1","King WA",0.1837,0 
"53033","0059.00","2","King WA",0.139,0 
"53033","0059.00","3","King WA",0.0803,0 
"53033","0059.00","4","King WA",0.1298,0 
"53033","0059.00","5","King WA",0.1646,0 
"53033","0060.00","1","King WA",0.0985,0 
"53033","0060.00","2","King WA",0.166,0 
"53033","0060.00","3","King WA",0.1498,0 
"53033","0060.00","4","King WA",0.1067,0 
"53033","0061.00","1","King WA",0.1066,0 
"53033","0061.00","2","King WA",0.1834,0 
"53033","0061.00","3","King WA",0.0997,0 
"53033","0061.00","4","King WA",0.0897,0 
"53033","0062.00","1","King WA",0.6,0 
"53033","0062.00","2","King WA",0.2201,0 
"53033","0062.00","3","King WA",0.2343,0 
"53033","0063.00","1","King WA",0.0871,0 
"53033","0063.00","2","King WA",0.2144,0 
"53033","0063.00","3","King WA",0.1555,0 
"53033","0063.00","4","King WA",0.4334,0 
"53033","0064.00","1","King WA",0.1161,0 
"53033","0064.00","2","King WA",0.0898,0 
"53033","0064.00","3","King WA",0.143,0 
"53033","0065.00","1","King WA",0.2638,0 
"53033","0065.00","2","King WA",0.0736,0 
"53033","0065.00","3","King WA",0.1057,0 
"53033","0066.00","1","King WA",0.3359,0 
"53033","0066.00","2","King WA",0.0942,0 
"53033","0067.00","1","King WA",0.148,0 
"53033","0067.00","2","King WA",0.1142,0 
"53033","0067.00","3","King WA",0.075,0 
"53033","0067.00","4","King WA",0.1563,0 
"53033","0068.00","1","King WA",0.1199,0 
"53033","0068.00","2","King WA",0.1574,0 
"53033","0069.00","1","King WA",0.0836,0 
"53033","0069.00","2","King WA",0.0985,0 
"53033","0069.00","3","King WA",0.0812,0 
"53033","0069.00","4","King WA",0.0853,0 
"53033","0070.00","1","King WA",0.0805,0 
"53033","0070.00","2","King WA",0.0259,0 
"53033","0070.00","3","King WA",0.0718,0 
"53033","0070.00","4","King WA",0.0459,0 
"53033","0070.00","5","King WA",0.029,0 
"53033","0070.00","6","King WA",0.058,0 
"53033","0071.00","1","King WA",0.1199,0 
"53033","0071.00","2","King WA",0.213,0 
"53033","0072.00","1","King WA",0.3183,0 
"53033","0072.00","2","King WA",0.0476,0 
"53033","0072.00","3","King WA",0.0241,0 
"53033","0073.00","1","King WA",0.1138,0 
"53033","0073.00","2","King WA",0.0972,0 
"53033","0073.00","3","King WA",0.1466,0 
"53033","0074.01","1","King WA",0.0227,0 
"53033","0074.01","2","King WA",0.0279,0 
"53033","0074.01","3","King WA",0.0237,0 
"53033","0074.01","4","King WA",0.0258,0 
"53033","0074.02","1","King WA",0.0436,0 
"53033","0074.02","2","King WA",0.0285,0 
"53033","0074.02","3","King WA",0.0241,0 
"53033","0075.00","1","King WA",0.0421,0 
"53033","0075.00","2","King WA",0.0532,0 
"53033","0075.00","3","King WA",0.0533,0 
"53033","0075.00","4","King WA",0.0915,0 
"53033","0075.00","5","King WA",0.0694,0 
"53033","0076.00","1","King WA",0.0659,0 
"53033","0076.00","2","King WA",0.0824,0 
"53033","0076.00","3","King WA",0.0725,0 
"53033","0077.00","1","King WA",0.1527,0 
"53033","0077.00","2","King WA",0.0899,0 
"53033","0077.00","3","King WA",0.0937,0 
"53033","0077.00","4","King WA",0.0724,0 
"53033","0078.00","1","King WA",0.3118,0 
"53033","0078.00","2","King WA",0.189,0 
"53033","0078.00","3","King WA",0.1206,0 
"53033","0078.00","4","King WA",0.1951,0 
"53033","0079.00","1","King WA",0.0746,0 
"53033","0079.00","2","King WA",0.0714,0 
"53033","0079.00","3","King WA",0.0474,0 
"53033","0079.00","4","King WA",0.0296,0 
"53033","0079.00","5","King WA",0.0468,0 
"53033","0080.01","1","King WA",0.0376,0 
"53033","0080.01","2","King WA",0.0268,0 
"53033","0080.01","3","King WA",0.0978,0 
"53033","0080.01","4","King WA",0.0212,0 
"53033","0080.01","5","King WA",0.0072,0 
"53033","0080.02","1","King WA",0.0395,0 
"53033","0080.02","2","King WA",0.0489,0 
"53033","0081.00","1","King WA",0.1258,0 
"53033","0081.00","2","King WA",0.1515,0 
"53033","0081.00","3","King WA",0.0424,0 
"53033","0082.00","1","King WA",0.0963,0 
"53033","0082.00","2","King WA",0.0236,0 
"53033","0082.00","3","King WA",0.0218,0 
"53033","0083.00","1","King WA",0.0424,0 
"53033","0083.00","2","King WA",0.0493,0 
"53033","0084.00","1","King WA",0.0569,0 
"53033","0084.00","2","King WA",0.0575,0 
"53033","0084.00","3","King WA",0.0334,0 
"53033","0085.00","1","King WA",0.0636,0 
"53033","0085.00","2","King WA",0.0639,0 
"53033","0085.00","3","King WA",0.0555,0 
"53033","0086.00","1","King WA",0.0999,0 
"53033","0086.00","2","King WA",0.1016,0 
"53033","0086.00","3","King WA",0.0732,0 
"53033","0087.00","1","King WA",0.1326,0 
"53033","0087.00","2","King WA",0.0633,0 
"53033","0087.00","3","King WA",0.0869,0 
"53033","0088.00","1","King WA",0.1275,0 
"53033","0088.00","2","King WA",0.156,0 
"53033","0088.00","3","King WA",0.0828,0 
"53033","0089.00","1","King WA",0.1733,0 
"53033","0089.00","2","King WA",0.1177,0 
"53033","0089.00","3","King WA",0.1135,0 
"53033","0089.00","4","King WA",0.0898,0 
"53033","0090.00","1","King WA",0.113,0 
"53033","0090.00","2","King WA",0.2039,0 
"53033","0091.00","1","King WA",0.1192,0 
"53033","0091.00","2","King WA",0.0425,0 
"53033","0092.00","1","King WA",0.0483,0 
"53033","0092.00","2","King WA",0.0791,0 
"53033","0093.00","1","King WA",0.2915,0 
"53033","0093.00","2","King WA",0.8614,0 
"53033","0093.00","3","King WA",2.4876,0 
"53033","0094.00","1","King WA",0.0454,0 
"53033","0094.00","2","King WA",0.2453,0 
"53033","0094.00","3","King WA",0.1809,0 
"53033","0094.00","4","King WA",0.0533,0 
"53033","0094.00","5","King WA",0.1404,0 
"53033","0095.00","1","King WA",0.2654,0 
"53033","0095.00","2","King WA",0.2991,0 
"53033","0095.00","3","King WA",0.2602,0 
"53033","0095.00","4","King WA",0.1775,0 
"53033","0096.00","1","King WA",0.156,0 
"53033","0096.00","2","King WA",0.0769,0 
"53033","0096.00","3","King WA",0.1379,0 
"53033","0096.00","4","King WA",0.112,0 
"53033","0096.00","5","King WA",0.265,0 
"53033","0097.01","1","King WA",0.1861,0 
"53033","0097.01","2","King WA",0.08,0 
"53033","0097.01","3","King WA",0.1535,0 
"53033","0097.01","4","King WA",0.2978,0 
"53033","0097.02","1","King WA",0.1684,0 
"53033","0097.02","2","King WA",0.1417,0 
"53033","0097.02","3","King WA",0.1267,0 
"53033","0097.02","4","King WA",0.1462,0 
"53033","0097.02","5","King WA",0.2737,0 
"53033","0098.00","1","King WA",0.1923,0 
"53033","0098.00","2","King WA",0.121,0 
"53033","0098.00","3","King WA",0.1606,0 
"53033","0098.00","4","King WA",0.1568,0 
"53033","0098.00","5","King WA",0.1148,0 
"53033","0099.00","1","King WA",0.1638,0 
"53033","0099.00","2","King WA",0.411,0 
"53033","0099.00","3","King WA",0.3949,0 
"53033","0099.00","4","King WA",1.5655,0 
"53033","0100.01","1","King WA",0.381,0 
"53033","0100.01","2","King WA",0.3226,0 
"53033","0100.01","3","King WA",0.1665,0 
"53033","0100.02","1","King WA",0.0823,0 
"53033","0100.02","2","King WA",0.0965,0 
"53033","0100.02","3","King WA",0.0937,0 
"53033","0100.02","4","King WA",0.0935,0 
"53033","0101.00","1","King WA",0.2725,0 
"53033","0101.00","2","King WA",0.1924,0 
"53033","0101.00","3","King WA",0.1144,0 
"53033","0101.00","4","King WA",0.152,0 
"53033","0101.00","5","King WA",0.2376,0 
"53033","0102.00","1","King WA",0.249,0 
"53033","0102.00","2","King WA",0.5517,0 
"53033","0102.00","3","King WA",0.1189,0 
"53033","0102.00","4","King WA",0.1541,0 
"53033","0103.00","1","King WA",0.1201,0 
"53033","0103.00","2","King WA",0.1175,0 
"53033","0103.00","3","King WA",0.1274,0 
"53033","0103.00","4","King WA",0.1335,0 
"53033","0103.00","5","King WA",0.1426,0 
"53033","0104.01","1","King WA",0.177,0 
"53033","0104.01","2","King WA",0.2445,0 
"53033","0104.01","3","King WA",0.2028,0 
"53033","0104.02","1","King WA",0.2633,0 
"53033","0104.02","2","King WA",0.1786,0 
"53033","0104.02","3","King WA",0.1166,0 
"53033","0104.02","4","King WA",0.1361,0 
"53033","0105.00","1","King WA",0.108,0 
"53033","0105.00","2","King WA",0.1484,0 
"53033","0105.00","3","King WA",0.146,0 
"53033","0105.00","4","King WA",0.1252,0 
"53033","0105.00","5","King WA",0.1358,0 
"53033","0106.00","1","King WA",0.2176,0 
"53033","0106.00","2","King WA",0.0941,0 
"53033","0106.00","3","King WA",0.1478,0 
"53033","0106.00","4","King WA",0.1353,0 
"53033","0106.00","5","King WA",0.313,0 
"53033","0106.00","6","King WA",0.0938,0 
"53033","0107.01","1","King WA",0.366,0 
"53033","0107.01","2","King WA",0.1949,0 
"53033","0107.02","1","King WA",0.1169,0 
"53033","0107.02","2","King WA",0.0803,0 
"53033","0107.02","3","King WA",0.1058,0 
"53033","0108.00","1","King WA",1.0483,0 
"53033","0108.00","2","King WA",0.266,0 
"53033","0108.00","3","King WA",0.2662,0 
"53033","0109.00","1","King WA",1.0499,0 
"53033","0109.00","2","King WA",0.7994,0 
"53033","0110.01","1","King WA",0.1072,0 
"53033","0110.01","2","King WA",0.1208,0 
"53033","0110.01","3","King WA",0.1855,0 
"53033","0110.02","1","King WA",0.3859,0 
"53033","0110.02","2","King WA",0.1501,0 
"53033","0110.02","3","King WA",0.1111,0 
"53033","0111.01","1","King WA",0.0633,0 
"53033","0111.01","2","King WA",0.1519,0 
"53033","0111.01","3","King WA",0.0918,0 
"53033","0111.01","4","King WA",0.1371,0 
"53033","0111.02","1","King WA",0.2481,0 
"53033","0111.02","2","King WA",0.1102,0 
"53033","0111.02","3","King WA",0.0457,0 
"53033","0111.02","4","King WA",0.097,0 
"53033","0112.00","1","King WA",0.4561,0 
"53033","0112.00","2","King WA",0.4059,0 
"53033","0112.00","3","King WA",0.206,0 
"53033","0113.00","1","King WA",0.7016,0 
"53033","0113.00","2","King WA",0.1457,0 
"53033","0113.00","3","King WA",0.1069,0 
"53033","0113.00","4","King WA",0.1526,0 
"53033","0113.00","5","King WA",0.1123,0 
"53033","0114.01","1","King WA",0.1416,0 
"53033","0114.01","2","King WA",0.1413,0 
"53033","0114.01","3","King WA",0.1933,0 
"53033","0114.02","1","King WA",0.1673,0 
"53033","0114.02","2","King WA",0.1239,0 
"53033","0114.02","3","King WA",0.1668,0 
"53033","0115.00","1","King WA",0.2139,0 
"53033","0115.00","2","King WA",0.2055,0 
"53033","0115.00","3","King WA",0.1746,0 
"53033","0116.00","1","King WA",0.1718,0 
"53033","0116.00","2","King WA",0.123,0 
"53033","0116.00","3","King WA",0.2138,0 
"53033","0116.00","4","King WA",0.2239,0 
"53033","0116.00","5","King WA",0.1272,0 
"53033","0116.00","6","King WA",0.341,0 
"53033","0117.00","1","King WA",0.2117,0 
"53033","0117.00","2","King WA",0.6125,0 
"53033","0117.00","3","King WA",0.1953,0 
"53033","0117.00","4","King WA",0.3342,0 
"53033","0118.00","1","King WA",0.1373,0 
"53033","0118.00","2","King WA",0.1451,0 
"53033","0118.00","3","King WA",0.1311,0 
"53033","0118.00","4","King WA",0.1509,0 
"53033","0118.00","5","King WA",0.1154,0 
"53033","0118.00","6","King WA",0.2088,0 
"53033","0119.00","1","King WA",0.2281,0 
"53033","0119.00","2","King WA",0.2621,0 
"53033","0119.00","3","King WA",0.1731,0 
"53033","0119.00","4","King WA",0.2325,0 
"53033","0119.00","5","King WA",0.3303,0 
"53033","0120.00","1","King WA",0.18,0 
"53033","0120.00","2","King WA",0.1964,0 
"53033","0120.00","3","King WA",0.1825,0 
"53033","0121.00","1","King WA",0.3278,0 
"53033","0121.00","2","King WA",0.3368,0 
"53033","0201.00","1","King WA",0.3073,0 
"53033","0201.00","2","King WA",0.1932,0 
"53033","0201.00","3","King WA",0.1839,0 
"53033","0202.00","1","King WA",0.208,0 
"53033","0202.00","2","King WA",0.216,0 
"53033","0202.00","3","King WA",0.1544,0 
"53033","0202.00","4","King WA",0.2002,0 
"53033","0202.00","5","King WA",0.2223,0 
"53033","0203.00","1","King WA",0.186,0 
"53033","0203.00","2","King WA",0.1741,0 
"53033","0203.00","3","King WA",0.2185,0 
"53033","0203.00","4","King WA",0.1653,0 
"53033","0203.00","5","King WA",0.2468,0 
"53033","0204.01","1","King WA",0.3355,0 
"53033","0204.01","2","King WA",0.3966,0 
"53033","0204.01","3","King WA",0.161,0 
"53033","0204.02","1","King WA",0.2797,0 
"53033","0204.02","2","King WA",0.259,0 
"53033","0204.02","3","King WA",0.127,0 
"53033","0204.02","4","King WA",0.251,0 
"53033","0204.02","5","King WA",0.1589,0 
"53033","0205.00","1","King WA",0.1814,0 
"53033","0205.00","2","King WA",0.1727,0 
"53033","0205.00","3","King WA",0.2517,0 
"53033","0205.00","4","King WA",0.1485,0 
"53033","0205.00","5","King WA",0.1449,0 
"53033","0205.00","6","King WA",0.1517,0 
"53033","0206.00","1","King WA",0.2082,0 
"53033","0206.00","2","King WA",0.1888,0 
"53033","0206.00","3","King WA",0.239,0 
"53033","0206.00","4","King WA",0.1264,0 
"53033","0207.00","1","King WA",0.1929,0 
"53033","0207.00","2","King WA",0.1869,0 
"53033","0207.00","3","King WA",0.2809,0 
"53033","0208.00","1","King WA",0.1619,0 
"53033","0208.00","2","King WA",0.2418,0 
"53033","0208.00","3","King WA",0.336,0 
"53033","0208.00","4","King WA",0.4805,0 
"53033","0209.00","1","King WA",0.3508,0 
"53033","0209.00","2","King WA",0.3653,0 
"53033","0209.00","3","King WA",1.1278,0 
"53033","0210.00","1","King WA",0.2035,0 
"53033","0210.00","2","King WA",0.2398,0 
"53033","0210.00","3","King WA",0.1903,0 
"53033","0210.00","4","King WA",0.1899,0 
"53033","0210.00","5","King WA",0.1877,0 
"53033","0211.00","1","King WA",0.2525,0 
"53033","0211.00","2","King WA",0.2097,0 
"53033","0211.00","3","King WA",0.168,0 
"53033","0211.00","4","King WA",0.3813,0 
"53033","0213.00","1","King WA",0.2425,0 
"53033","0213.00","2","King WA",0.2395,0 
"53033","0213.00","3","King WA",0.2175,0 
"53033","0214.00","1","King WA",0.3718,0 
"53033","0214.00","2","King WA",0.4665,0 
"53033","0214.00","3","King WA",0.3795,0 
"53033","0215.00","1","King WA",0.318,0 
"53033","0215.00","2","King WA",0.247,0 
"53033","0215.00","3","King WA",0.557,0 
"53033","0215.00","4","King WA",0.2238,0 
"53033","0216.00","1","King WA",0.3454,0 
"53033","0216.00","2","King WA",0.2949,0 
"53033","0216.00","3","King WA",0.2595,0 
"53033","0216.00","4","King WA",0.2027,0 
"53033","0217.00","1","King WA",0.32,0 
"53033","0217.00","2","King WA",0.6456,0 
"53033","0217.00","3","King WA",0.3217,0 
"53033","0217.00","4","King WA",0.404,0 
"53033","0217.00","5","King WA",0.4965,0 
"53033","0218.02","1","King WA",0.6555,0 
"53033","0218.02","2","King WA",0.7775,0 
"53033","0218.02","3","King WA",0.4604,0 
"53033","0218.03","1","King WA",0.2638,0 
"53033","0218.03","2","King WA",0.2903,0 
"53033","0218.03","3","King WA",0.3518,0 
"53033","0218.03","4","King WA",0.3606,0 
"53033","0218.04","1","King WA",0.4002,0 
"53033","0218.04","2","King WA",0.5615,0 
"53033","0218.04","3","King WA",0.2227,0 
"53033","0219.03","1","King WA",0.6731,0 
"53033","0219.03","2","King WA",0.1433,0 
"53033","0219.03","3","King WA",0.1081,0 
"53033","0219.03","4","King WA",0.0881,0 
"53033","0219.03","5","King WA",0.1973,0 
"53033","0219.04","1","King WA",0.8614,0 
"53033","0219.04","2","King WA",0.1418,0 
"53033","0219.04","3","King WA",0.1882,0 
"53033","0219.04","4","King WA",0.1231,0 
"53033","0219.05","1","King WA",0.2901,0 
"53033","0219.05","2","King WA",0.2686,0 
"53033","0219.05","3","King WA",0.2181,0 
"53033","0219.05","4","King WA",0.2593,0 
"53033","0219.06","1","King WA",1.056,0 
"53033","0219.06","2","King WA",0.2966,0 
"53033","0219.06","3","King WA",0.1208,0 
"53033","0220.01","1","King WA",0.2244,0 
"53033","0220.01","2","King WA",0.9317,0 
"53033","0220.01","3","King WA",0.5406,0 
"53033","0220.03","1","King WA",0.2199,0 
"53033","0220.03","2","King WA",0.1985,0 
"53033","0220.03","3","King WA",0.1464,0 
"53033","0220.03","4","King WA",0.1224,0 
"53033","0220.03","5","King WA",0.208,0 
"53033","0220.05","1","King WA",0.2863,0 
"53033","0220.05","2","King WA",0.41,0 
"53033","0220.05","3","King WA",0.2381,0 
"53033","0220.06","1","King WA",0.3013,0 
"53033","0220.06","2","King WA",0.1683,0 
"53033","0220.06","3","King WA",0.0744,0 
"53033","0221.01","1","King WA",0.307,0 
"53033","0221.01","2","King WA",0.3936,0 
"53033","0221.01","3","King WA",0.3316,0 
"53033","0221.01","4","King WA",0.382,0 
"53033","0221.02","1","King WA",0.9074,0 
"53033","0221.02","2","King WA",0.2826,0 
"53033","0221.02","3","King WA",0.3286,0 
"53033","0221.02","4","King WA",0.2752,0 
"53033","0222.01","1","King WA",0.1643,0 
"53033","0222.01","2","King WA",0.1561,0 
"53033","0222.01","3","King WA",0.3943,0 
"53033","0222.01","4","King WA",0.1695,0 
"53033","0222.02","1","King WA",0.2386,0 
"53033","0222.02","2","King WA",0.1803,0 
"53033","0222.02","3","King WA",0.2613,0 
"53033","0222.02","4","King WA",0.1612,0 
"53033","0222.02","5","King WA",0.1679,0 
"53033","0222.03","1","King WA",0.6263,0 
"53033","0222.03","2","King WA",0.3723,0 
"53033","0222.03","3","King WA",0.239,0 
"53033","0223.00","1","King WA",1.5063,0 
"53033","0223.00","2","King WA",0.4938,0 
"53033","0224.00","1","King WA",0.368,0 
"53033","0224.00","2","King WA",0.4465,0 
"53033","0224.00","3","King WA",0.3013,0 
"53033","0224.00","4","King WA",0.1541,0 
"53033","0224.00","5","King WA",0.169,0 
"53033","0224.00","6","King WA",0.3545,0 
"53033","0225.00","1","King WA",0.2701,0 
"53033","0225.00","2","King WA",0.4452,0 
"53033","0225.00","3","King WA",0.2393,0 
"53033","0225.00","4","King WA",0.2314,0 
"53033","0225.00","5","King WA",0.2713,0 
"53033","0226.03","1","King WA",0.1581,0 
"53033","0226.03","2","King WA",0.163,0 
"53033","0226.03","3","King WA",0.1736,0 
"53033","0226.03","4","King WA",0.3494,0 
"53033","0226.03","5","King WA",0.2744,0 
"53033","0226.04","1","King WA",0.418,0 
"53033","0226.04","2","King WA",0.4603,0 
"53033","0226.04","3","King WA",0.2627,0 
"53033","0226.05","1","King WA",1.0665,0 
"53033","0226.05","2","King WA",0.6335,0 
"53033","0226.05","3","King WA",0.1252,0 
"53033","0226.06","1","King WA",0.2774,0 
"53033","0226.06","2","King WA",0.1992,0 
"53033","0226.06","3","King WA",0.3954,0 
"53033","0226.06","4","King WA",0.1926,0 
"53033","0227.01","1","King WA",0.1672,0 
"53033","0227.01","2","King WA",0.4733,0 
"53033","0227.02","1","King WA",0.2614,0 
"53033","0227.02","2","King WA",0.3674,0 
"53033","0227.02","3","King WA",0.3174,0 
"53033","0227.03","1","King WA",1.318,0 
"53033","0227.03","2","King WA",0.3066,0 
"53033","0228.01","1","King WA",0.4794,0 
"53033","0228.01","2","King WA",0.17,0 
"53033","0228.01","3","King WA",1.0391,0 
"53033","0228.01","4","King WA",0.1899,0 
"53033","0228.02","1","King WA",0.2265,0 
"53033","0228.02","2","King WA",0.383,0 
"53033","0228.02","3","King WA",0.4166,0 
"53033","0228.03","1","King WA",0.3567,0 
"53033","0228.03","2","King WA",0.4353,0 
"53033","0228.03","3","King WA",1.0507,0 
"53033","0229.01","1","King WA",0.3337,0 
"53033","0229.01","2","King WA",0.2393,0 
"53033","0229.02","1","King WA",0.3447,0 
"53033","0229.02","2","King WA",0.2027,0 
"53033","0229.02","3","King WA",0.1546,0 
"53033","0229.02","4","King WA",0.3541,0 
"53033","0229.02","5","King WA",0.2671,0 
"53033","0230.00","1","King WA",0.3591,0 
"53033","0230.00","2","King WA",0.1937,0 
"53033","0230.00","3","King WA",0.3832,0 
"53033","0230.00","4","King WA",0.3328,0 
"53033","0231.00","1","King WA",0.1575,0 
"53033","0231.00","2","King WA",0.2084,0 
"53033","0231.00","3","King WA",0.6115,0 
"53033","0232.01","1","King WA",0.2534,0 
"53033","0232.01","2","King WA",0.1872,0 
"53033","0232.01","3","King WA",0.1732,0 
"53033","0232.02","1","King WA",0.272,0 
"53033","0232.02","2","King WA",0.2502,0 
"53033","0232.02","3","King WA",0.0456,0 
"53033","0233.00","1","King WA",0.4791,0 
"53033","0233.00","2","King WA",0.3368,0 
"53033","0233.00","3","King WA",0.3586,0 
"53033","0233.00","4","King WA",0.2115,0 
"53033","0234.01","1","King WA",0.1995,0 
"53033","0234.01","2","King WA",0.8168,0 
"53033","0234.01","3","King WA",0.4279,0 
"53033","0234.03","1","King WA",0.5368,0 
"53033","0234.03","2","King WA",0.4676,0 
"53033","0234.03","3","King WA",0.2732,0 
"53033","0234.04","1","King WA",0.3777,0 
"53033","0234.04","2","King WA",0.3149,0 
"53033","0235.00","1","King WA",0.3321,0 
"53033","0235.00","2","King WA",0.2082,0 
"53033","0235.00","3","King WA",0.3373,0 
"53033","0236.01","1","King WA",0.3251,0 
"53033","0236.01","2","King WA",0.7451,0 
