GEOID,LandSQMI,NAME,estimate_B01001_001,moe_B01001_001,people_per_sqmi
530299706022,0.3446,"Block Group 2, Census Tract 9706.02, Island County, Washington",1593,279,4622.751015670342
530299706023,0.1697,"Block Group 3, Census Tract 9706.02, Island County, Washington",842,271,4961.697112551562
530299707001,0.4053,"Block Group 1, Census Tract 9707, Island County, Washington",1012,163,2496.9158647915124
530299707002,0.3951,"Block Group 2, Census Tract 9707, Island County, Washington",941,199,2381.675525183498
530299708001,0.3601,"Block Group 1, Census Tract 9708, Island County, Washington",1453,242,4034.9902804776452
530299708002,0.2449,"Block Group 2, Census Tract 9708, Island County, Washington",1153,231,4708.044099632503
530299709001,0.9545,"Block Group 1, Census Tract 9709, Island County, Washington",1076,253,1127.2917757988475
530299709002,0.5841,"Block Group 2, Census Tract 9709, Island County, Washington",1913,331,3275.12412258175
530299709003,3.0045,"Block Group 3, Census Tract 9709, Island County, Washington",1942,340,646.3637876518555
530299710001,2.1034,"Block Group 1, Census Tract 9710, Island County, Washington",1594,321,757.8206712940952
530299710002,3.2041,"Block Group 2, Census Tract 9710, Island County, Washington",1565,420,488.4366904903093
530299710003,8.1918,"Block Group 3, Census Tract 9710, Island County, Washington",2061,325,251.59305647110523
530299711001,10.1404,"Block Group 1, Census Tract 9711, Island County, Washington",1992,198,196.44195495246737
530299711002,7.3726,"Block Group 2, Census Tract 9711, Island County, Washington",1345,242,182.43224913870276
530299713001,7.0886,"Block Group 1, Census Tract 9713, Island County, Washington",1020,275,143.8930113139407
530299713002,5.5005,"Block Group 2, Census Tract 9713, Island County, Washington",2102,340,382.1470775384056
530299713003,8.9925,"Block Group 3, Census Tract 9713, Island County, Washington",1500,249,166.80567139282735
530299714001,1.4089,"Block Group 1, Census Tract 9714, Island County, Washington",1060,391,752.3599971609057
530299714002,1.0867,"Block Group 2, Census Tract 9714, Island County, Washington",1355,278,1246.894267047023
530299714003,8.7433,"Block Group 3, Census Tract 9714, Island County, Washington",2536,316,290.0506673681562
530299715001,5.4833,"Block Group 1, Census Tract 9715, Island County, Washington",1284,224,234.16555723743002
530299715002,5.185,"Block Group 2, Census Tract 9715, Island County, Washington",2331,309,449.566055930569
530299716001,5.0875,"Block Group 1, Census Tract 9716, Island County, Washington",2786,329,547.6167076167076
530299716002,2.9382,"Block Group 2, Census Tract 9716, Island County, Washington",1396,302,475.1208222721394
530299717001,1.2721,"Block Group 1, Census Tract 9717, Island County, Washington",1326,213,1042.3708827922333
530299717002,4.529,"Block Group 2, Census Tract 9717, Island County, Washington",1755,326,387.50275999116803
530299717003,4.0277,"Block Group 3, Census Tract 9717, Island County, Washington",1213,252,301.1644362787695
530299718001,2.1901,"Block Group 1, Census Tract 9718, Island County, Washington",654,139,298.6165015296105
530299718002,6.247,"Block Group 2, Census Tract 9718, Island County, Washington",1745,237,279.3340803585721
530299719001,8.3547,"Block Group 1, Census Tract 9719, Island County, Washington",1992,369,238.42866889295848
530299719002,4.1377,"Block Group 2, Census Tract 9719, Island County, Washington",1002,282,242.1635207965778
530299719003,7.4032,"Block Group 3, Census Tract 9719, Island County, Washington",1058,211,142.91117354657445
530299720001,2.6036,"Block Group 1, Census Tract 9720, Island County, Washington",1198,193,460.13212475034567
530299720002,11.375,"Block Group 2, Census Tract 9720, Island County, Washington",1642,253,144.35164835164835
530299720003,4.4556,"Block Group 3, Census Tract 9720, Island County, Washington",1236,373,277.40371667115545
530299721001,0.6944,"Block Group 1, Census Tract 9721, Island County, Washington",503,171,724.3663594470046
530299721002,4.803,"Block Group 2, Census Tract 9721, Island County, Washington",1431,297,297.9387882573392
530299721003,6.7868,"Block Group 3, Census Tract 9721, Island County, Washington",1575,277,232.06813225673363
530319502021,51.1437,"Block Group 1, Census Tract 9502.02, Jefferson County, Washington",716,213,13.999769277545425
530319502022,29.1328,"Block Group 2, Census Tract 9502.02, Jefferson County, Washington",768,198,26.362038664323375
530319502023,16.811,"Block Group 3, Census Tract 9502.02, Jefferson County, Washington",368,128,21.89042888584855
530319503001,11.3085,"Block Group 1, Census Tract 9503, Jefferson County, Washington",888,222,78.52500331608967
530319503002,40.0188,"Block Group 2, Census Tract 9503, Jefferson County, Washington",1192,301,29.786000579727528
530319503003,3.9923,"Block Group 3, Census Tract 9503, Jefferson County, Washington",1754,305,439.3457405505598
530319503004,7.546,"Block Group 4, Census Tract 9503, Jefferson County, Washington",1074,207,142.32706069440763
530319503005,17.4956,"Block Group 5, Census Tract 9503, Jefferson County, Washington",1685,340,96.30992935366606
530319504001,0.9855,"Block Group 1, Census Tract 9504, Jefferson County, Washington",978,275,992.3896499238964
530319504002,1.0414,"Block Group 2, Census Tract 9504, Jefferson County, Washington",1436,321,1378.9130017284424
530319504003,0.8178,"Block Group 3, Census Tract 9504, Jefferson County, Washington",604,238,738.5668867693813
530319504004,10.6792,"Block Group 4, Census Tract 9504, Jefferson County, Washington",831,196,77.81481758933253
530319505001,10.6542,"Block Group 1, Census Tract 9505, Jefferson County, Washington",2444,368,229.39310318935256
530319505002,6.7401,"Block Group 2, Census Tract 9505, Jefferson County, Washington",1490,366,221.06496936247237
530319505003,1.6114,"Block Group 3, Census Tract 9505, Jefferson County, Washington",1291,265,801.1666873526127
530319505004,43.0565,"Block Group 4, Census Tract 9505, Jefferson County, Washington",1784,322,41.433929836377786
530319506011,1.2609,"Block Group 1, Census Tract 9506.01, Jefferson County, Washington",1175,424,931.874058212388
530319506012,0.576,"Block Group 2, Census Tract 9506.01, Jefferson County, Washington",1173,404,2036.4583333333335
530319506013,0.293,"Block Group 3, Census Tract 9506.01, Jefferson County, Washington",708,198,2416.382252559727
530319506014,0.2833,"Block Group 4, Census Tract 9506.01, Jefferson County, Washington",739,338,2608.54218143311
530319506015,0.7921,"Block Group 5, Census Tract 9506.01, Jefferson County, Washington",1532,419,1934.099229895215
530319506016,0.6725,"Block Group 6, Census Tract 9506.01, Jefferson County, Washington",1142,299,1698.1412639405205
530319506021,2.5856,"Block Group 1, Census Tract 9506.02, Jefferson County, Washington",1844,269,713.1806930693069
530319506022,1.7481,"Block Group 2, Census Tract 9506.02, Jefferson County, Washington",1387,230,793.4328699731137
530319507021,1103.8019,"Block Group 1, Census Tract 9507.02, Jefferson County, Washington",1009,164,0.9141133023960187
530319507022,438.6519,"Block Group 2, Census Tract 9507.02, Jefferson County, Washington",1273,186,2.902073375266356
530330001001,0.3454,"Block Group 1, Census Tract 1, King County, Washington",1281,253,3708.74348581355
530330001002,0.1113,"Block Group 2, Census Tract 1, King County, Washington",1597,460,14348.607367475293
530330001003,0.1431,"Block Group 3, Census Tract 1, King County, Washington",1446,313,10104.82180293501
530330001004,0.0488,"Block Group 4, Census Tract 1, King County, Washington",2535,523,51946.721311475405
530330001005,0.089,"Block Group 5, Census Tract 1, King County, Washington",1343,262,15089.887640449439
530330002001,0.1591,"Block Group 1, Census Tract 2, King County, Washington",1381,347,8680.075424261471
530330002002,0.1961,"Block Group 2, Census Tract 2, King County, Washington",1359,325,6930.137684854666
530330002003,0.3815,"Block Group 3, Census Tract 2, King County, Washington",1894,375,4964.613368283093
530330002004,0.1457,"Block Group 4, Census Tract 2, King County, Washington",1068,264,7330.130404941661
530330002005,0.1891,"Block Group 5, Census Tract 2, King County, Washington",1696,435,8968.799576943416
530330002006,0.1975,"Block Group 6, Census Tract 2, King County, Washington",1381,396,6992.4050632911385
530330003001,0.3044,"Block Group 1, Census Tract 3, King County, Washington",1319,218,4333.11432325887
530330003002,0.163,"Block Group 2, Census Tract 3, King County, Washington",1634,250,10024.539877300613
530330004011,0.2317,"Block Group 1, Census Tract 4.01, King County, Washington",3608,670,15571.86016400518
530330004012,0.1571,"Block Group 2, Census Tract 4.01, King County, Washington",1748,399,11126.670910248251
530330004013,0.1062,"Block Group 3, Census Tract 4.01, King County, Washington",1789,328,16845.57438794727
530330004021,0.1241,"Block Group 1, Census Tract 4.02, King County, Washington",1255,307,10112.812248186945
530330004022,0.2897,"Block Group 2, Census Tract 4.02, King County, Washington",894,240,3085.9509837763203
530330004023,0.1246,"Block Group 3, Census Tract 4.02, King County, Washington",1393,321,11179.775280898875
530330004024,0.1562,"Block Group 4, Census Tract 4.02, King County, Washington",1648,335,10550.576184379
530330005001,0.7057,"Block Group 1, Census Tract 5, King County, Washington",1360,183,1927.1645175003543
530330005002,0.1562,"Block Group 2, Census Tract 5, King County, Washington",839,161,5371.318822023047
530330005003,0.2512,"Block Group 3, Census Tract 5, King County, Washington",944,154,3757.961783439491
530330006001,0.3478,"Block Group 1, Census Tract 6, King County, Washington",1279,367,3677.4008050603798
530330006002,0.0955,"Block Group 2, Census Tract 6, King County, Washington",1107,348,11591.623036649215
530330006003,0.296,"Block Group 3, Census Tract 6, King County, Washington",1685,474,5692.5675675675675
530330006004,0.3762,"Block Group 4, Census Tract 6, King County, Washington",1701,477,4521.531100478469
530330006005,0.2172,"Block Group 5, Census Tract 6, King County, Washington",1150,310,5294.659300184162
530330006006,0.1282,"Block Group 6, Census Tract 6, King County, Washington",1281,351,9992.199687987519
530330007001,0.0799,"Block Group 1, Census Tract 7, King County, Washington",1705,390,21339.173967459323
530330007002,0.1687,"Block Group 2, Census Tract 7, King County, Washington",1629,387,9656.19442797866
530330007003,0.1259,"Block Group 3, Census Tract 7, King County, Washington",1450,585,11517.077045274025
530330007004,0.1253,"Block Group 4, Census Tract 7, King County, Washington",668,259,5331.205107741421
530330008001,0.1882,"Block Group 1, Census Tract 8, King County, Washington",1254,234,6663.124335812965
530330008002,0.2526,"Block Group 2, Census Tract 8, King County, Washington",1585,202,6274.742676167854
530330009001,0.2018,"Block Group 1, Census Tract 9, King County, Washington",1138,152,5639.246778989098
530330009002,0.1829,"Block Group 2, Census Tract 9, King County, Washington",1023,135,5593.220338983051
530330010001,0.1433,"Block Group 1, Census Tract 10, King County, Washington",875,146,6106.071179344033
530330010002,0.2252,"Block Group 2, Census Tract 10, King County, Washington",1161,138,5155.417406749556
530330011001,0.195,"Block Group 1, Census Tract 11, King County, Washington",1333,216,6835.897435897436
530330011002,0.2144,"Block Group 2, Census Tract 11, King County, Washington",1247,174,5816.231343283582
530330012001,0.1907,"Block Group 1, Census Tract 12, King County, Washington",1256,317,6586.26114315679
530330012002,0.0948,"Block Group 2, Census Tract 12, King County, Washington",1103,249,11635.021097046414
530330012003,0.0954,"Block Group 3, Census Tract 12, King County, Washington",1991,458,20870.02096436059
530330012004,0.1885,"Block Group 4, Census Tract 12, King County, Washington",1369,317,7262.599469496021
530330012005,0.1388,"Block Group 5, Census Tract 12, King County, Washington",1265,297,9113.832853025937
530330013001,0.1952,"Block Group 1, Census Tract 13, King County, Washington",1802,276,9231.55737704918
530330013002,0.0946,"Block Group 2, Census Tract 13, King County, Washington",1282,225,13551.797040169133
530330013003,0.1673,"Block Group 3, Census Tract 13, King County, Washington",1614,275,9647.340107591153
530330014001,0.1247,"Block Group 1, Census Tract 14, King County, Washington",1139,363,9133.92141138733
530330014002,0.1997,"Block Group 2, Census Tract 14, King County, Washington",1589,445,7956.935403104658
530330014003,0.1462,"Block Group 3, Census Tract 14, King County, Washington",1548,433,10588.235294117647
530330014004,0.3546,"Block Group 4, Census Tract 14, King County, Washington",1388,271,3914.269599548787
530330015001,0.2017,"Block Group 1, Census Tract 15, King County, Washington",1488,178,7377.293009419931
530330015002,0.2502,"Block Group 2, Census Tract 15, King County, Washington",1245,168,4976.0191846522785
530330016001,0.3882,"Block Group 1, Census Tract 16, King County, Washington",1766,279,4549.201442555384
530330016002,0.2554,"Block Group 2, Census Tract 16, King County, Washington",1448,190,5669.53797963978
530330016003,0.1444,"Block Group 3, Census Tract 16, King County, Washington",1555,234,10768.698060941828
530330017011,0.125,"Block Group 1, Census Tract 17.01, King County, Washington",2059,345,16472
530330017012,0.1177,"Block Group 2, Census Tract 17.01, King County, Washington",1220,288,10365.335598980459
530330017013,0.102,"Block Group 3, Census Tract 17.01, King County, Washington",939,263,9205.882352941177
530330017021,0.1327,"Block Group 1, Census Tract 17.02, King County, Washington",2037,364,15350.414468726449
530330017022,0.1255,"Block Group 2, Census Tract 17.02, King County, Washington",1250,323,9960.1593625498
530330017023,0.1136,"Block Group 3, Census Tract 17.02, King County, Washington",1197,288,10536.971830985914
530330017024,0.1225,"Block Group 4, Census Tract 17.02, King County, Washington",627,300,5118.367346938776
530330018001,0.1629,"Block Group 1, Census Tract 18, King County, Washington",1713,395,10515.653775322284
530330018002,0.0942,"Block Group 2, Census Tract 18, King County, Washington",1571,340,16677.28237791932
530330018003,0.107,"Block Group 3, Census Tract 18, King County, Washington",1696,272,15850.467289719627
530330019001,0.2957,"Block Group 1, Census Tract 19, King County, Washington",2210,216,7473.7910043963475
530330019002,0.16,"Block Group 2, Census Tract 19, King County, Washington",1555,260,9718.75
530330019003,0.1864,"Block Group 3, Census Tract 19, King County, Washington",1314,202,7049.356223175965
530330020001,0.2039,"Block Group 1, Census Tract 20, King County, Washington",1649,241,8087.297694948505
530330020002,0.1189,"Block Group 2, Census Tract 20, King County, Washington",1185,216,9966.358284272497
530330020003,0.1033,"Block Group 3, Census Tract 20, King County, Washington",1020,165,9874.152952565344
530330021001,0.2192,"Block Group 1, Census Tract 21, King County, Washington",1784,229,8138.686131386861
530330021002,0.1372,"Block Group 2, Census Tract 21, King County, Washington",1192,242,8688.046647230321
530330021003,0.1708,"Block Group 3, Census Tract 21, King County, Washington",1477,208,8647.540983606557
530330022001,0.2379,"Block Group 1, Census Tract 22, King County, Washington",1822,317,7658.680117696511
530330022002,0.2192,"Block Group 2, Census Tract 22, King County, Washington",1514,238,6906.934306569343
530330022003,0.2317,"Block Group 3, Census Tract 22, King County, Washington",1316,246,5679.7583081571
530330022004,0.3798,"Block Group 4, Census Tract 22, King County, Washington",1239,206,3262.2432859399682
530330024001,0.1597,"Block Group 1, Census Tract 24, King County, Washington",987,186,6180.338134001252
530330024002,0.0688,"Block Group 2, Census Tract 24, King County, Washington",940,225,13662.790697674418
530330024003,0.1491,"Block Group 3, Census Tract 24, King County, Washington",1464,181,9818.91348088531
530330025001,0.2402,"Block Group 1, Census Tract 25, King County, Washington",1672,392,6960.865945045795
530330025002,0.1399,"Block Group 2, Census Tract 25, King County, Washington",1779,220,12716.225875625447
530330026001,0.0947,"Block Group 1, Census Tract 26, King County, Washington",1107,258,11689.545934530095
530330026002,0.1457,"Block Group 2, Census Tract 26, King County, Washington",1579,269,10837.336993822924
530330026003,0.1262,"Block Group 3, Census Tract 26, King County, Washington",1576,383,12488.11410459588
530330026004,0.1031,"Block Group 4, Census Tract 26, King County, Washington",1115,247,10814.74296799224
530330027001,0.1399,"Block Group 1, Census Tract 27, King County, Washington",1759,374,12573.26661901358
530330027002,0.1923,"Block Group 2, Census Tract 27, King County, Washington",1701,526,8845.553822152886
530330027003,0.1218,"Block Group 3, Census Tract 27, King County, Washington",1411,368,11584.564860426928
530330027004,0.1614,"Block Group 4, Census Tract 27, King County, Washington",1522,319,9429.98760842627
530330028001,0.1014,"Block Group 1, Census Tract 28, King County, Washington",1366,295,13471.400394477318
530330028002,0.0778,"Block Group 2, Census Tract 28, King County, Washington",1146,262,14730.077120822623
530330028003,0.074,"Block Group 3, Census Tract 28, King County, Washington",1237,257,16716.216216216217
530330028004,0.1265,"Block Group 4, Census Tract 28, King County, Washington",1395,337,11027.667984189724
530330029001,0.1393,"Block Group 1, Census Tract 29, King County, Washington",1859,307,13345.29791816224
530330029002,0.1276,"Block Group 2, Census Tract 29, King County, Washington",1539,261,12061.128526645769
530330029003,0.1139,"Block Group 3, Census Tract 29, King County, Washington",1458,250,12800.70237050044
530330030001,0.1586,"Block Group 1, Census Tract 30, King County, Washington",1725,277,10876.41866330391
530330030002,0.1417,"Block Group 2, Census Tract 30, King County, Washington",1362,333,9611.856033874383
530330030003,0.1509,"Block Group 3, Census Tract 30, King County, Washington",1445,236,9575.87806494367
530330030004,0.1254,"Block Group 4, Census Tract 30, King County, Washington",1796,286,14322.169059011163
530330031001,0.1181,"Block Group 1, Census Tract 31, King County, Washington",939,207,7950.889077053344
530330031002,0.1199,"Block Group 2, Census Tract 31, King County, Washington",1269,235,10583.819849874895
530330031003,0.1141,"Block Group 3, Census Tract 31, King County, Washington",1304,241,11428.57142857143
530330031004,0.1486,"Block Group 4, Census Tract 31, King County, Washington",1437,279,9670.255720053836
530330031005,0.3615,"Block Group 5, Census Tract 31, King County, Washington",1602,246,4431.535269709544
530330032001,0.0738,"Block Group 1, Census Tract 32, King County, Washington",1152,349,15609.756097560974
530330032002,0.075,"Block Group 2, Census Tract 32, King County, Washington",1435,423,19133.333333333336
530330032003,0.1719,"Block Group 3, Census Tract 32, King County, Washington",1475,353,8580.570098894706
530330032004,0.1012,"Block Group 4, Census Tract 32, King County, Washington",1118,259,11047.430830039526
530330032005,0.0742,"Block Group 5, Census Tract 32, King County, Washington",848,300,11428.571428571428
530330032006,0.3368,"Block Group 6, Census Tract 32, King County, Washington",2036,448,6045.130641330166
530330032007,0.1228,"Block Group 7, Census Tract 32, King County, Washington",1076,409,8762.214983713355
530330033001,0.1234,"Block Group 1, Census Tract 33, King County, Washington",1659,304,13444.084278768234
530330033002,0.0867,"Block Group 2, Census Tract 33, King County, Washington",948,208,10934.256055363321
530330033003,0.1011,"Block Group 3, Census Tract 33, King County, Washington",2626,516,25974.282888229478
530330033004,0.0816,"Block Group 4, Census Tract 33, King County, Washington",1683,405,20625
530330033005,0.10780000000000001,"Block Group 5, Census Tract 33, King County, Washington",1289,293,11957.328385899813
530330034001,0.1016,"Block Group 1, Census Tract 34, King County, Washington",1421,225,13986.220472440946
530330034002,0.0981,"Block Group 2, Census Tract 34, King County, Washington",1096,203,11172.273190621814
530330034003,0.1043,"Block Group 3, Census Tract 34, King County, Washington",1087,191,10421.860019175456
530330035001,0.1345,"Block Group 1, Census Tract 35, King County, Washington",1412,190,10498.141263940519
530330035002,0.1296,"Block Group 2, Census Tract 35, King County, Washington",1476,164,11388.888888888889
530330035003,0.232,"Block Group 3, Census Tract 35, King County, Washington",1381,186,5952.586206896552
530330036001,0.1507,"Block Group 1, Census Tract 36, King County, Washington",1676,293,11121.433311214332
530330036002,0.0887,"Block Group 2, Census Tract 36, King County, Washington",2045,338,23055.242390078918
530330036003,0.1182,"Block Group 3, Census Tract 36, King County, Washington",1438,263,12165.820642978004
530330036004,0.1043,"Block Group 4, Census Tract 36, King County, Washington",2435,310,23346.116970278043
530330038001,0.1335,"Block Group 1, Census Tract 38, King County, Washington",1315,135,9850.187265917602
530330038002,0.1076,"Block Group 2, Census Tract 38, King County, Washington",1156,143,10743.49442379182
530330039001,0.2197,"Block Group 1, Census Tract 39, King County, Washington",1940,172,8830.223031406464
530330039002,0.1563,"Block Group 2, Census Tract 39, King County, Washington",1157,160,7402.431222008958
530330040001,0.8764,"Block Group 1, Census Tract 40, King County, Washington",2258,237,2576.449109995436
530330040002,0.1302,"Block Group 2, Census Tract 40, King County, Washington",978,222,7511.520737327189
530330041001,0.1403,"Block Group 1, Census Tract 41, King County, Washington",1205,221,8588.738417676408
530330041002,0.4171,"Block Group 2, Census Tract 41, King County, Washington",1975,346,4735.075521457684
530330041003,0.1813,"Block Group 3, Census Tract 41, King County, Washington",1785,422,9845.559845559847
530330041004,0.1862,"Block Group 4, Census Tract 41, King County, Washington",1009,224,5418.90440386681
530330041005,0.1422,"Block Group 5, Census Tract 41, King County, Washington",1227,250,8628.691983122364
530330041006,0.1944,"Block Group 6, Census Tract 41, King County, Washington",901,253,4634.773662551441
530330042001,0.2528,"Block Group 1, Census Tract 42, King County, Washington",1686,255,6669.303797468354
530330042002,0.1981,"Block Group 2, Census Tract 42, King County, Washington",1807,371,9121.655729429582
530330042003,0.2125,"Block Group 3, Census Tract 42, King County, Washington",1683,268,7920
530330042004,0.1454,"Block Group 4, Census Tract 42, King County, Washington",1758,324,12090.784044016506
530330042005,0.1427,"Block Group 5, Census Tract 42, King County, Washington",1166,270,8170.988086895585
530330043011,0.133,"Block Group 1, Census Tract 43.01, King County, Washington",1439,255,10819.54887218045
530330043012,0.101,"Block Group 2, Census Tract 43.01, King County, Washington",1394,210,13801.9801980198
530330043013,0.1442,"Block Group 3, Census Tract 43.01, King County, Washington",1214,209,8418.86269070735
530330043021,0.057,"Block Group 1, Census Tract 43.02, King County, Washington",2378,412,41719.29824561403
530330043022,0.0707,"Block Group 2, Census Tract 43.02, King County, Washington",1668,328,23592.64497878359
530330044001,0.1264,"Block Group 1, Census Tract 44, King County, Washington",1365,502,10799.05063291139
530330044002,0.1278,"Block Group 2, Census Tract 44, King County, Washington",2046,323,16009.389671361503
530330044003,0.0639,"Block Group 3, Census Tract 44, King County, Washington",2110,865,33020.34428794992
530330044004,0.0641,"Block Group 4, Census Tract 44, King County, Washington",2143,384,33432.137285491415
530330045001,0.1003,"Block Group 1, Census Tract 45, King County, Washington",1508,314,15034.895314057827
530330045002,0.1588,"Block Group 2, Census Tract 45, King County, Washington",1880,342,11838.790931989925
530330046001,0.4131,"Block Group 1, Census Tract 46, King County, Washington",1198,157,2900.0242072137494
530330046002,0.1178,"Block Group 2, Census Tract 46, King County, Washington",1547,197,13132.427843803056
530330046003,0.0685,"Block Group 3, Census Tract 46, King County, Washington",882,192,12875.912408759123
530330047001,0.1052,"Block Group 1, Census Tract 47, King County, Washington",1190,374,11311.787072243345
530330047002,0.3204,"Block Group 2, Census Tract 47, King County, Washington",2106,425,6573.033707865168
530330047003,0.1163,"Block Group 3, Census Tract 47, King County, Washington",3404,509,29269.131556319862
530330047004,0.2114,"Block Group 4, Census Tract 47, King County, Washington",3603,586,17043.519394512772
530330048001,0.1066,"Block Group 1, Census Tract 48, King County, Washington",1363,437,12786.116322701688
530330048002,0.1142,"Block Group 2, Census Tract 48, King County, Washington",1334,246,11681.260945709282
530330048003,0.1776,"Block Group 3, Census Tract 48, King County, Washington",1413,271,7956.081081081081
530330048004,0.1107,"Block Group 4, Census Tract 48, King County, Washington",1305,335,11788.617886178861
530330049001,0.0757,"Block Group 1, Census Tract 49, King County, Washington",1491,400,19696.169088507264
530330049002,0.1215,"Block Group 2, Census Tract 49, King County, Washington",1266,243,10419.753086419754
530330049003,0.0644,"Block Group 3, Census Tract 49, King County, Washington",1557,285,24177.018633540374
530330049004,0.0849,"Block Group 4, Census Tract 49, King County, Washington",1279,347,15064.782096584217
530330049005,0.0727,"Block Group 5, Census Tract 49, King County, Washington",1896,513,26079.77991746905
530330050001,0.1431,"Block Group 1, Census Tract 50, King County, Washington",1481,365,10349.406009783368
530330050002,0.0818,"Block Group 2, Census Tract 50, King County, Washington",1016,187,12420.537897310514
530330050003,0.0674,"Block Group 3, Census Tract 50, King County, Washington",1907,484,28293.768545994066
530330051001,0.1238,"Block Group 1, Census Tract 51, King County, Washington",1330,216,10743.13408723748
530330051002,0.1231,"Block Group 2, Census Tract 51, King County, Washington",1228,188,9975.629569455727
530330051003,0.0936,"Block Group 3, Census Tract 51, King County, Washington",1129,191,12061.965811965812
530330052001,0.0292,"Block Group 1, Census Tract 52, King County, Washington",1275,478,43664.38356164384
530330052002,0.0569,"Block Group 2, Census Tract 52, King County, Washington",1579,379,27750.43936731107
530330052003,0.1059,"Block Group 3, Census Tract 52, King County, Washington",1149,334,10849.858356940511
530330052004,0.1168,"Block Group 4, Census Tract 52, King County, Washington",1376,319,11780.82191780822
530330052005,0.0636,"Block Group 5, Census Tract 52, King County, Washington",1537,387,24166.666666666664
530330053011,0.0502,"Block Group 1, Census Tract 53.01, King County, Washington",3336,536,66454.18326693228
530330053012,0.0774,"Block Group 2, Census Tract 53.01, King County, Washington",3124,464,40361.75710594316
530330053013,0.0547,"Block Group 3, Census Tract 53.01, King County, Washington",1083,257,19798.90310786106
530330053014,0.0275,"Block Group 4, Census Tract 53.01, King County, Washington",1286,325,46763.63636363636
530330053021,0.0286,"Block Group 1, Census Tract 53.02, King County, Washington",2692,424,94125.87412587412
530330053022,0.1479,"Block Group 2, Census Tract 53.02, King County, Washington",1385,263,9364.435429344152
530330053023,0.7932,"Block Group 3, Census Tract 53.02, King County, Washington",1849,454,2331.0640443772063
530330054001,0.087,"Block Group 1, Census Tract 54, King County, Washington",1340,328,15402.298850574714
530330054002,0.1729,"Block Group 2, Census Tract 54, King County, Washington",1356,229,7842.683632157316
530330054003,0.119,"Block Group 3, Census Tract 54, King County, Washington",1854,324,15579.83193277311
530330054004,0.0841,"Block Group 4, Census Tract 54, King County, Washington",1867,309,22199.762187871584
530330056001,0.1835,"Block Group 1, Census Tract 56, King County, Washington",1740,304,9482.288828337874
530330056002,0.2781,"Block Group 2, Census Tract 56, King County, Washington",1417,287,5095.289464221502
530330056003,0.3391,"Block Group 3, Census Tract 56, King County, Washington",1222,268,3603.656738425243
530330056004,0.1741,"Block Group 4, Census Tract 56, King County, Washington",1073,262,6163.124641010913
530330056005,0.1962,"Block Group 5, Census Tract 56, King County, Washington",1586,275,8083.588175331294
530330057001,1.1799,"Block Group 1, Census Tract 57, King County, Washington",620,306,525.4682600220358
530330057002,0.1506,"Block Group 2, Census Tract 57, King County, Washington",1124,257,7463.47941567065
530330057003,0.1666,"Block Group 3, Census Tract 57, King County, Washington",1276,281,7659.063625450181
530330057004,0.156,"Block Group 4, Census Tract 57, King County, Washington",1152,214,7384.615384615385
530330057005,0.185,"Block Group 5, Census Tract 57, King County, Washington",887,210,4794.594594594595
530330057006,0.1339,"Block Group 6, Census Tract 57, King County, Washington",1792,324,13383.121732636297
530330058011,0.0821,"Block Group 1, Census Tract 58.01, King County, Washington",1242,290,15127.892813641898
530330058012,0.08,"Block Group 2, Census Tract 58.01, King County, Washington",1559,278,19487.5
530330058013,0.1306,"Block Group 3, Census Tract 58.01, King County, Washington",1767,328,13529.862174578868
530330058014,0.3944,"Block Group 4, Census Tract 58.01, King County, Washington",1216,234,3083.16430020284
530330058021,0.1418,"Block Group 1, Census Tract 58.02, King County, Washington",1604,340,11311.706629055006
530330058022,0.4351,"Block Group 2, Census Tract 58.02, King County, Washington",2356,365,5414.847161572053
530330058023,0.6168,"Block Group 3, Census Tract 58.02, King County, Washington",2303,351,3733.78728923476
530330059001,0.1837,"Block Group 1, Census Tract 59, King County, Washington",2357,435,12830.702231899837
530330059002,0.139,"Block Group 2, Census Tract 59, King County, Washington",1243,236,8942.446043165466
530330059003,0.0803,"Block Group 3, Census Tract 59, King County, Washington",1227,289,15280.199252801993
530330059004,0.1298,"Block Group 4, Census Tract 59, King County, Washington",2059,332,15862.86594761171
530330059005,0.1646,"Block Group 5, Census Tract 59, King County, Washington",1251,245,7600.243013365735
530330060001,0.0985,"Block Group 1, Census Tract 60, King County, Washington",1749,337,17756.345177664974
530330060002,0.166,"Block Group 2, Census Tract 60, King County, Washington",1485,312,8945.78313253012
530330060003,0.1498,"Block Group 3, Census Tract 60, King County, Washington",1584,301,10574.098798397865
530330060004,0.1067,"Block Group 4, Census Tract 60, King County, Washington",1482,305,13889.409559512653
530330061001,0.1066,"Block Group 1, Census Tract 61, King County, Washington",1187,286,11135.084427767355
530330061002,0.1834,"Block Group 2, Census Tract 61, King County, Washington",1081,242,5894.22028353326
530330061003,0.0997,"Block Group 3, Census Tract 61, King County, Washington",1803,394,18084.252758274826
530330061004,0.0897,"Block Group 4, Census Tract 61, King County, Washington",1341,307,14949.832775919733
530330062001,0.6,"Block Group 1, Census Tract 62, King County, Washington",1688,231,2813.3333333333335
530330062002,0.2201,"Block Group 2, Census Tract 62, King County, Washington",1876,230,8523.398455247616
530330062003,0.2343,"Block Group 3, Census Tract 62, King County, Washington",972,166,4148.527528809219
530330063001,0.0871,"Block Group 1, Census Tract 63, King County, Washington",1647,304,18909.299655568313
530330063002,0.2144,"Block Group 2, Census Tract 63, King County, Washington",1276,213,5951.492537313433
