GEOID,spatialmismatch,total,english_only,english_verywell,english_well,english_notwell,english_notatall,english_better,english_worse
530330295034,0.06047052517533302,1200,0.6116666666666667,0.19833333333333333,0.165,0.008333333333333333,0.016666666666666666,0.975,0.025
530330094001,0.05458925291895866,2025,0.49679012345679013,0.21876543209876542,0.09234567901234568,0.18222222222222223,0.009876543209876543,0.8079012345679012,0.19209876543209878
530330312043,0.07410582154989243,1280,0.928125,0.071875,0,0,0,1,0
530330324012,0.1012236475944519,1999,0.9444722361180591,0.04602301150575288,0.009504752376188095,0,0,1,0
530330080012,0.01878969371318817,1109,0.7655545536519387,0.10459873760144274,0.09828674481514878,0.031559963931469794,0,0.9684400360685302,0.031559963931469794
530330282003,0.06690510362386703,1019,0.2266928361138371,0.25024533856722275,0.34445534838076547,0.1786064769381747,0,0.8213935230618253,0.1786064769381747
530330228011,0.07036484777927399,2223,0.3319838056680162,0.48493027440395864,0.10256410256410256,0.059379217273954114,0.02114260008996851,0.9194781826360774,0.08052181736392262
530330106002,0.05712389945983887,1130,0.7486725663716814,0.05132743362831858,0.12389380530973451,0.07610619469026549,0,0.9238938053097345,0.07610619469026549
530330255001,0.11650236696004868,1923,0.5694227769110765,0.2002080083203328,0.1315652626105044,0.09880395215808632,0,0.90119604784191365,0.09880395215808632
530330104024,0.04372167959809303,1141,0.5714285714285714,0.1586327782646801,0.08413672217353199,0.15950920245398773,0.026292725679228746,0.8141980718667835,0.18580192813321647
530330057004,0.05229688435792923,1131,0.6949602122015915,0.21485411140583555,0.09018567639257294,0,0,1,0
530330006002,0.04426141083240509,1092,0.7765567765567766,0.11446886446886446,0,0.08516483516483517,0.023809523809523808,0.8910256410256411,0.10897435897435898
530330017024,0.04918300360441208,576,0.6371527777777778,0.2309027777777778,0.046875,0.08506944444444445,0,0.9149305555555556,0.08506944444444445
530330087002,0.05401016771793365,1439,0.8207088255733148,0.10493398193189715,0.05142460041695622,0.022932592077831826,0,0.9770674079221682,0.022932592077831826
530330026001,0.01889706589281559,980,0.7724489795918368,0.20612244897959184,0.011224489795918367,0.01020408163265306,0,0.9897959183673469,0.01020408163265306
530330323152,0.08547520637512207,1559,0.8794098781270044,0.09942270686337396,0.021167415009621552,0,0,1,0
530330301003,0.0910082384943962,1337,0.9349289454001496,0.04263275991024682,0.02243829468960359,0,0,1,0
530330221024,0.06671668589115143,1676,0.6312649164677804,0.2309069212410501,0.09606205250596658,0.0405727923627685,0.0011933174224343676,0.9582338902147971,0.041766109785202864
530330043021,0.1254783570766449,2376,0.8181818181818182,0.11574074074074074,0.02904040404040404,0.037037037037037035,0,0.9629629629629629,0.037037037037037035
530330044001,0.04997658729553223,1327,0.9359457422758101,0.05727204220045215,0.006782215523737754,0,0,1,0
530330044003,0.13615094125270844,2090,0.8478468899521531,0.13492822966507176,0.01722488038277512,0,0,1,0
530330044002,0.05927855893969536,2000,0.7905,0.1775,0.032,0,0,1,0
530330046001,0.03001236729323864,1171,0.8676345004269855,0.09052092228864218,0.027327070879590094,0.007685738684884714,0.006831767719897523,0.9854824935952178,0.014517506404782237
